Lang,Text,Author,Location,Service
en,amolbhujbal hi amol received detail end assist get touch u toll free number write u customersupport tataaig com regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,rt datta arvind many bank chasing jio finance launch co branded credit card surprised one launched n,ShivamSingh333,"Ayodhya, India",card
en,long term portfolio asalcbr au bank axtel berger paint caplin point chola finance eldeco housing endurance tech hcl tech hdfc amc hdfc bank hindustan unilever icici general insurance iex irfc itc jk lakshmi cement si larsen amp toubro supreme industry ultratech cement,piyush_trades,भारत,insurance
en,rt gregsteube result state top elected official failing focus present florida major crisis fo,phng16113500,,insurance
en,anandmahindra sir loan running mahindra finance company due technical error emi may month transited twice month asked representative revert transaction told send cancelled cheque revert,NahiHoPaRha,,loan
en,rt pnbindia grow saving added insurance benefit pnb secured saving account info visit http co cuzhtkbdhh,kipzs,Ireland,insurance
en,hdfc bank please stop pesky personal loan call bajaj finserv sanjivrbajaj well,bhat_sripathi,"Bengaluru, India",loan
en,rt bandanamrs terrible tragedy anand mahindra pregnant woman run mahindra finance loan recovery agent http co wxfvsv w,BandanaMrs,"KOLKATA ,West Bengal .INDIA .",loan
en,best ac deal lowest time grab needed volta ton star split ac model effectively http co jrzipeutmm discount sbi credit card lloyd ton star fixed speed window ac bank offer http co zbc vktsy,OptimismNation,"San Francisco, CA",card
en,pretty sad get new iphone pro max insurance claim due problem happen july th even far house,michael86389448,"Lima, OH",insurance
en,moneylifeindia icici rm call thing talk pre approved credit card home loan personnel loan role bank play wealth generation,Strangerthanf15,Algebra,card
en,kelvmackenzie davidericstan find good insurance company make claim fantastic story certain insurance company interested lost way,keith_bloke,A little village near Gornal.,insurance
en,akshay mar hi akshay would like help please share policy number email id contact number via dm help u connect share update caringly team bajaj allianz general insurance http co sanfy dq c,BajajAllianz,Pune,insurance
en,rjedi tomhillgardner l tkemuncher dziga betterworld billvillayne shift turbo nazi want free palestinian state public option green new deal student loan debt relief mw increase value know many nazi share,ChrisMu24469747,,loan
en,kotakmahindrabank myntracreditcard benifitschanged instantdiscount kotak mahindra bank myntra credit card benifits changed notable change instant discount myntra purchase reduced welcome also http co mm miihahu,DealMantraa,,card
en,sidhusi duly filled application form nearest branch receipt form successful verification new atm debit card pin sent mailing address atm please follow step regenerate atm debit pin atm go nearest hdfc bank atm,HDFCBank_Cares,,card
en,namex hi certainly experience want request kindly dm u contact detail policy number assist earliest regard reliance nippon life insurance http co cg xiadnyv,RNLIC_CARE,,insurance
en,pushpen hi pushpendra sorry request share email id contact policy number via dm enable u connect amp help caringly team bajaj allianz general insurance http co ohz nfv aj,BajajAllianz,Pune,insurance
en,arifsha iqooind ananthnani bro iqoo ki website p jao hdfc icici bank k credit card debit card dono p k ka offer h amazon sbi credit card,tec_ultimo,,card
en,maainaak hi mainak thank sharing detail u get checked shall reach discussion caringly team bajaj allianz general insurance,BajajAllianz,Pune,insurance
en,rt bandanamrs terrible tragedy anand mahindra pregnant woman run mahindra finance loan recovery agent http co lef,BandanaMrs,"KOLKATA ,West Bengal .INDIA .",loan
en,rt bajaj finance bajaj finance savdhaanraheinsaferahein beware fraudsters use fakeads loan know step prevent,Deepali17453912,,loan
en,bajaj finance swing stock uptrend miss seller trapped amp box breakout done upside looking good point amp tgts sl updated stockstobuy stockmarkets breakoutstock investment kuttrapali stocki zen stocksinfocus http co lcpz eme q,vsvicky_,"Bhubaneshwar, India",investment
en,upcyberpolice myogioffice pmoindia today called canarabank customer service mentioned google customer executive directed fill form took debit card detail upi detail sweep r lac c hdfc bank c please help,nivshu,,card
en,phonepesupport inform rent payment hdfc credit card c holder name nawal kishor icici bank c wrongly typed c fund transferred wrong c,NawalRavani,"New Delhi, India",card
en,please help year old woman aditya birla sun life insurance abcapital issued pension policy using fraudulent tactic abcapital issued pension insurance policy pay premium many lac year next year wait pension,old_woman_72,India,insurance
en,rt jackposobiec florida insurance premium soared since desantis became governor http co smiaqcb l,Queen4433728361,,insurance
en,rt sharadgoklani theofficialsbi sbilife irdaindia dugalira monikahalan son hoodwinked buying accident insurance poli,_saipaw,,insurance
en,naraayankannan tapansinghel hi apology inconvenience caused connecting shortly respect concern caringly team bajaj allianz general insurance,BajajAllianz,Pune,insurance
en,dear jansamarth applied education loan lakh r july till today get response uco bank chosen providing loan site still running close site right eduminofindia,Shivam09122915,,loan
en,rt sodiumomi simple illustration business card mini clay sculpture http co wpgqkzpxap,SodiumOmi,,card
en,ekbyte bajaj finserv ekbyte bounce emis see team visiting person either available give loan recover entire middle tier procedure taken granted want u repay loan early,hiren2hiren,India,loan
en,got car insurance car icici lombard car met accident insurance company said give claim reason personal car used taxi nobody ready solve matter icicilombard bank icicicare,rajneeshsp,"Nagpur, India",insurance
en,usrivals jamft paulishonlaffin gracelle goandms chelseahillier tomcaveman bethcharron orbosterva pinky p denispetit markfriesen sanjaytweets hhouse elsworthroy daveyoumg farmermemaw philchristopou cortiula richardbligdon gh berniceness loorenqn hawkrulz cdnfury sagetruth tr guy bcgift galacticcurrent unclenestor flagauloise schmidt zach maximebernier patrickallan realbenghost rdviger ticupolu redpilledvishal normalguy csiscanada justintrudeau rosegraham ferryman max vote c max vote max irrelevant campaign insurance policy trudeau cpc membership already rejected toolism stop globalists influence canada cpc government,klyphnelson,Summerland,insurance
en,theofficialsbi dear sbi long term relationship state bank india police sallary package account sbi since long time unable take loan papl method please avail yono sbi,Prashan95951450,,loan
en,kotakgeneral kotakbankltd kotak life hi team struggling get claim settlement car damage cc team market team helping amp rude talking unprofessional language denying full claim new car damage charging huge zero dap insurance,RaiRaiashu,"Sector 82, Noida",insurance
en,pnb corporate net banking user guide http co nmyt qujxb talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,hello flipkartsupport want give order new mobile phone axis bank debit card discount offer showing,hvsurolia,,card
en,rt itsmj ke uzuri iphone pro max bought iplacecity ikona insurance,musi16206,"Malindi, Kenya",insurance
en,rt ravisutanjani rupay credit card live upi axis bank bank baroda canara bank hdfc bank icici bank indian bank ko,kailash10140722,,card
en,ayesha sorry help understand concern related flipkart personal loan reach following detail axis bank local charge applicable reach axis bank nodal officer axisbank com,flipkartsupport,India,loan
en,choose tomato amp vacation claim pre approved loan r niro choose niro finance buddha,VickyBindas,"बैंगलुरु, भारत",loan
en,finnifty weightage hdfc bank icici bank kotak mahindra bank axis bank state bank india bajaj finance bajaj finserv hdfc life insurance sbi life insurance company shriram finance ltimindtree ltd,itsqfa,"Lucknow, India",insurance
en,short term plan provide cost effective coverage million like biden attempt limit attack patient choice push expensive one size fit insurance patientchoice healthcarefreedom http co hmu kl ci,sallypipes,"San Francisco, CA",insurance
en,icicibank care icici bank c chandi chhak cuttack address c cuttack address received mail new debit card c despatched cuttack address presently mumbai unlikely go cuttack near future,dash_purnendu,Kharghar Navi Mumbai,card
en,insu safe hi insu safe received detail end assist get touch u toll free number write u customersupport tataaig com regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,mangilalswamii hi mangilal thanks reaching u request please share email id contact detail via direct message dm connect address query regard sbi general insurance http co nky ekx,sbigeneral,"Mumbai, India",insurance
en,always shocked bad hdfc bank credit card technology amp system point getting bot ask confirm transaction pressing system recognise digit entered banking fine card div run moron,virsanghvi,"Delhi, India",card
